Source,Contributor,Genus,Species,Slide Number/Description,Aperio Filename,Stain,Accession Number,Processing,Comments,Date Collected,Date Received,Date Sent To Aperio,Sample,Infect/Non,Study,Collection Site,Histopathologic Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,07-188-2 1,30231.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Suspect Montastraeadiscoloring/denuding disease, fouled tissue margin",2007-08-15,,,1-Red,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Jaap Reef, FKNMS, 10-ft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,07-191-5,29795.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Suspect Montastraeadiscoloring/denuding disease, fouled tissue margin",2007-08-15,,,2-Red,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Jaap Reef, FKNMS, 10-ft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,08-228-2 1,29796.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Black, Red, & Yellow Labels, from lower sampled location on colony, sagittal section",2008-08-14,,,no #,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,08-228-2,29797.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Black, Red, & Yellow Labels, from lower sampled location on colony, transverse section",2008-08-14,,,no #,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,08-228-2,29798.svs,Cason's Trichrome,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Black, Red, & Yellow Labels, from lower sampled location on colony, transverse section",2008-08-14,,,no #,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-106 1 A,29799.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, see post-fixed photo, aspergillosis and labyrinthulid",2006-08-02,,,1A,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-107 A,30233.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Healthy, spermaries",2006-08-02,,,1B,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-108 A,30237.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, see post-fixed photo, loss of polyps",2006-08-02,,,1C,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-110 1,30240.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, see post-fixed photo",2006-08-02,,,2B,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-111 A,29814.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Aspergillosis, melanization, labyrinthulid",2006-08-02,,,2C,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-112 1 B,30282.svs,Periodic Acid-Schiff/Alcian Blue,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, algae and fungi",2006-08-02,,,3A,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-113 1 A,29829.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, algae and fungi",2006-08-02,,,3B,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-113 1 B,29837.svs,Cason's Trichrome,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, algae and fungi",2006-08-02,,,3B,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-113 2 2,30289.svs,Periodic Acid-Schiff/Alcian Blue,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, algae and fungi",2006-08-02,,,3B,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-114 1 1,30316.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, algae and fungi",2006-08-02,,,3C,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-114 1 2,30468.svs,Cason's Trichrome,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, algae and fungi",2006-08-02,,,3C,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-114 2 2,30325.svs,Periodic Acid-Schiff/Alcian Blue,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Fouled, algae and fungi",2006-08-02,,,3C,,Florida Keys Disease Course:  Sea Fan Health,"Looe Existing Management Area, Buoy #48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-115 1,30332.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Hydroids in sea fan,2006-08-03,,,A,,Florida Keys Disease Course:  Sea Fan Health,"Billy's Reef, FKNMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-115 2,30388.svs,Periodic Acid-Schiff/Alcian Blue,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Hydroids in sea fan,2006-08-03,,,A,,Florida Keys Disease Course:  Sea Fan Health,"Billy's Reef, FKNMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-115-1 2,30337.svs,Cason's Trichrome,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Hydroids in sea fan,2006-08-03,,,A,,Florida Keys Disease Course:  Sea Fan Health,"Billy's Reef, FKNMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-116,30343.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Hydroids in sea fan,2006-08-03,,,B,,Florida Keys Disease Course:  Sea Fan Health,"Billy's Reef, FKNMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-193-1 1,29876.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,2007-08-16,,,1-1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-193-1 2,29880.svs,Periodic Acid-Schiff/Alcian Blue,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,2007-08-16,,,1-1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-194-1 1,30350.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,2007-08-16,,,1-2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-195-1 1,29883.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,2007-08-16,,,1-3,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-196 1,29884.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Multiple holes in blade,2007-08-16,,,2-1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-197-1 1,30356.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Multiple holes in blade,2007-08-16,,,2-1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-198 1,29886.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Multiple holes in blade,2007-08-16,,,2-3,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-199 1,29887.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Apparently healthy,2007-08-16,,,3-1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-200 1,29888.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Apparently healthy,2007-08-16,,,3-2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,07-201 1,30366.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Apparently healthy,2007-08-16,,,3-3,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-217-1a,29890.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 1 pc. 1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-217-1b,29891.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 1 pc. 1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-217-2a T 1,29892.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 1 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-217-2b 1,29893.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 1 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-218-2aT 1 ,30371.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Labyrinthulids,2008-08-13,,,Sea Fan 2 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-218-2bB 1,30377.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Melanized hydroid cysts, atreitic oocytes?",2008-08-13,,,Sea Fan 2 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-219-1aT 1,29896.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",sloughing? See field photo,2008-08-13,,,Sea Fan 3 pc. 1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-219-1aB 1,29897.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 3 pc. 1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-219-1bB 1,29898.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 3 pc. 1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-219-2aT 1,29899.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 3 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-219-2bT 1,29901.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 3 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-219-2bB 1,29905.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 3 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-220-2 1,29908.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 4 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-221-1 1,30355.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 5 pc. 1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-221-1Tx 2,29914.svs,Periodic Acid-Schiff/Alcian Blue,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Labyrinthulids mucus,2008-08-13,,,Sea Fan 5 pc. 1,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-221-2b 1,30360.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 5 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Gorgonia,ventalina,08-221-2 3 2,30369.svs,Cason's Trichrome,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",,2008-08-13,,,Sea Fan 5 pc. 2,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Scolymia,lacera,86-22-1 H&E,29932.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal",Healthy,1986-03-14,,,Whole small colony,,Scleractinian Species Comparative,"Carrie Bow Cay, Belize, shallow fore reef, 39 ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Scolymia,lacera,86-22-1 HAB,30148.svs,Heidenhain's Aniline Blue,,"Helly's fixative, HCl Decal",Healthy,1986-03-14,,,Whole small colony,,Scleractinian Species Comparative,"Carrie Bow Cay, Belize, shallow fore reef, 39 ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Scolymia,lacera,86-22-2 H&E,29974.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal",Healthy,1986-03-14,,,Whole small colony,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Scolymia,lacera,86-22-2 PCR,30030.svs,Movat's Modified Pentachrome,,"Helly's fixative, HCl Decal",Healthy,1986-03-14,,,Whole small colony,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Scolymia,lacera,86-22-3 H&E,30136.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal",Healthy,1986-03-14,,,Whole small colony,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Scolymia,lacera,86-22-3 HZS,30143.svs,Hirano-Zimmer Silver,,"Helly's fixative, HCl Decal",Healthy,1986-03-14,,,Whole small colony,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Isophyllastrea,rigida,85-36,30142.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal","Healthy, note planulae and pigmented mesenterial filaments",1985-08-17,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Isophyllia,sinuosa,85-35,30101.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal","Healthy, note oocytes, pigmented mesenterial filaments, large holotrichous isorhizas, zooxanthellae along mesenteries",1985-08-11,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Manicina,areolata,85-27,30092.svs,Periodic Acid-Schiff/Alcian Blue,,"Helly's fixative, HCl Decal",Fungi in skeleton,1985-08-10,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Favia,fragum,85-24,30051.svs,Periodic Acid-Schiff/Alcian Blue,,"Helly's fixative, HCl Decal",Oocytes and planulae,1985-08-11,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Isophyllia,sinuosa,85-20,30033.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal","Healthy, abundant epidermal probably fluorescent pigment cells, oocytes",1985-08-11,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Isophyllastrea,rigida,84-X16,29818.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-06,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Isophyllastrea,rigida,84-X16,30029.svs,Cason's Trichrome,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-06,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Isophyllastrea,rigida,84-X16,30137.svs,Periodic Acid-Schiff/Alcian Blue,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-06,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Dendrogyra,cylindrus,84-X15,29835.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-06,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Dendrogyra,cylindrus,84-X15,29922.svs,Cason's Trichrome,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-06,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Porites,branneri,84-X10,29804.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-06,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Porites,branneri,84-X10,29808.svs,Movat's Modified Pentachrome,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-06,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Tubastrea,aurea,84-X9,29760.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-05,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Tubastrea,aurea,84-X9,29764.svs,Cason's Trichrome,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-05,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Tubastrea,aurea,84-X9,29756.svs,Movat's Modified Pentachrome,,"Helly's fixative, HCl Decal","Healthy, stains fading",1984-08-05,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Assorted,sponges,84-X2,29755.svs,Hematoxylin & Eosin,,"Helly's fixative, HCl Decal",Originally collected on a Montastraea faveolata sample,1984-08-05,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Assorted,sponges,84-X2,29758.svs,Movat's Modified Pentachrome,,"Helly's fixative, HCl Decal",Originally collected on a Montastraea faveolata sample,1984-08-05,,,Portion,,Scleractinian Species Comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2-29P-1 cox2.svs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2-29p-1 GFAP2.svs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2-29p-1.svs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2-39-1 R.svs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3-48P-1 GFAP3.svs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
